,"Project Name",Address,City,State,"Part 3 Approval","Total Project Costs","2010 Census Tract",Region,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","Congressional District"
386,"Greater Fourteenth Street Mall","2601-03 North 14th Street","St. Louis",MO,2010-01-11,1420447.0,,"St. Louis",38.649797,-90.197233,1,rooftop,2601,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3010,3,295101266003010,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
387,"Kassing-Goosen House Furnishing Company","2607-09 North 14th Street","St. Louis",MO,2010-01-11,1365752.0,,"St. Louis",38.649961,-90.197392,1,rooftop,2607,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3010,3,295101266003010,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
388,"Greater Fourteenth Street Mall (Historic Later Rubenstein's Dry Goods)","2611 North 14th Street","St. Louis",MO,2010-01-11,465893.0,,"St. Louis",38.650053,-90.197438,1,rooftop,2611,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3010,3,295101266003010,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
389,"4370 Manchester","4370 Manchester","St. Louis",MO,2010-01-15,220963.0,,"St. Louis",38.626502,-90.25916,0.9,range_interpolation,4370,"State Hwy 100","Saint Louis",MO,"St. Louis city",63110,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,118100,2001,2,295101181002001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
390,"Carondelet School","8221 Minnesota","St. Louis",MO,2010-01-15,2532727.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
391,"Whittaker & Weber Co.; American Stove & Queensware Company","2605 North 14th Street","St. Louis",MO,2010-01-15,840132.0,,"St. Louis",38.649894,-90.197264,1,rooftop,2605,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3010,3,295101266003010,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
392,"Melrose Apartments","210,214,218 North Sarth, 4065 West Pine","St. Louis",MO,2010-01-19,5700000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
393,"2312 S. 10th Street","2312 S. 10th Street","St. Louis",MO,2010-02-01,448103.0,,"St. Louis",38.604443,-90.207245,1,rooftop,2312,"S 10th St","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127600,2002,2,295101276002002,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
394,"Wrought Iron Range Building","1901-37 Washington","St. Louis",MO,2010-02-03,24000000.0,,"St. Louis",38.652596,-90.280138,0.6,rooftop,37,"Washington Ter","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,112100,2000,2,295101121002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
395,"4344 Gibson Avenue","4344 Gibson Avenue","St. Louis",MO,2010-02-16,322327.0,,"St. Louis",38.628234,-90.255972,1,rooftop,4344,"Gibson Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,1114,1,295101186001114,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
396,"3301 & 3305 Park Avenue","3301 & 3305 Park Avenue","St. Louis",MO,2010-02-26,3317157.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
397,"3500 S. Compton Ave.","3500 S. Compton Ave.","St. Louis",MO,2010-03-02,27731.0,,"St. Louis",38.592768,-90.236955,1,rooftop,3500,"S Compton Ave","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,116400,2001,2,295101164002001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
398,"Pedigo Weber Shoe Company Building","3427-3441 Locust Street","St. Louis",MO,2010-03-02,9302000.0,,"St. Louis",38.637613,-90.229206,1,rooftop,3441,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1046,1,295101211001046,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
399,"John Milhoff Commercial Building","758 South 4th Street","St. Louis",MO,2010-03-08,933333.0,,"St. Louis",38.618337,-90.191618,1,rooftop,758,"S 4th St","Saint Louis",MO,"St. Louis city",63102,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127400,1032,1,295101274001032,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
400,"Michael Pfieffer Barber Shop","319 Gratoit Street","St. Louis",MO,2010-03-08,933333.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
401,"William Hoerr Commercial Building","756 South 4th Street","St. Louis",MO,2010-03-08,933333.0,,"St. Louis",38.618337,-90.191618,1,rooftop,756,"S 4th St","Saint Louis",MO,"St. Louis city",63102,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127400,1032,1,295101274001032,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
402,"2430 Hickory Street","2430 Hickory Street","St. Louis",MO,2010-03-16,341400.0,,"St. Louis",38.619921,-90.218182,1,range_interpolation,2430,"Hickory St","Saint Louis",MO,"St. Louis city",63104,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,127400,3030,3,295101274003030,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
403,"Ramsey Accessories Manufacturing Company","3693 Forest Park","St. Louis",MO,2010-03-17,9000000.0,,"St. Louis",38.634216,-90.237201,0.6,rooftop,3693,"Forest Park Ave","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,1060,1,295101186001060,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
404,"Riewe Terrace","3555-3559 California","St. Louis",MO,2010-03-25,426649.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
405,"3524 Compton Ave","3524 Compton Ave","St. Louis",MO,2010-04-01,75000.0,,"St. Louis",38.592124,-90.237042,0.9,rooftop,3524,"S Compton Ave","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,116400,2001,2,295101164002001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
406,"Council Plaza- Union Plaza Building","300 S Grand","St. Louis",MO,2010-04-01,35000000.0,,"St. Louis",38.673343,-90.203136,0.8,range_interpolation,300,"E Grand Ave","Saint Louis",MO,"St. Louis city",63107,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,109700,4074,4,295101097004074,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
407,"Robert E. Lee Hotel","205 N. 18th St.","St. Louis",MO,2010-04-02,16000000.0,,"St. Louis",38.630946,-90.206118,1,rooftop,205,"N 18th St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127500,2059,2,295101275002059,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
408,"Geyer Avenue Condominum Association Phase II","1916-20 Geyer Ave.","St. Louis",MO,2010-04-02,1100000.0,,"St. Louis",38.610886,-90.214335,1,rooftop,1916,"Geyer Ave","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,123200,2021,2,295101232002021,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
409,"4301 Arco Avenue","4301 Arco Avenue","St. Louis",MO,2010-04-06,714600.0,,"St. Louis",38.628012,-90.256804,1,rooftop,4301,"Arco Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,2020,2,295101186002020,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
410,"Central Shoe Building","1635 Washington Avenue","St. Louis",MO,2010-04-06,12890715.0,,"St. Louis",38.63341,-90.203146,1,rooftop,1635,"Washington Ave","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125500,3021,3,295101255003021,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
411,"1214 Mackay","1214 Mackay","St. Louis",MO,2010-04-16,59970.0,,"St. Louis",38.619394,-90.215746,1,rooftop,1214,"Mackay Pl","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127400,3039,3,295101274003039,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
412,"3407-09 California","3407-09 California","St. Louis",MO,2010-04-16,800000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
413,"4322 Gibson Avenue","4322 Gibson Avenue","St. Louis",MO,2010-04-16,286391.0,,"St. Louis",38.628082,-90.255263,1,rooftop,4322,"Gibson Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,1114,1,295101186001114,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
414,"Goodyear Tire And Rubber Company Building","3010-3012 Locust","St. Louis",MO,2010-04-20,2138000.0,,"St. Louis",38.635641,-90.222435,0.6,rooftop,3012,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1062,1,295101211001062,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
415,"Gillham Motor Corporation Building","3016-3018 Locust Street","St. Louis",MO,2010-04-20,2800000.0,,"St. Louis",38.635641,-90.222435,1,rooftop,3018,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1062,1,295101211001062,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
416,"Proper Shoe Building","2710-16 Cherokee","St. Louis",MO,2010-05-12,171290.0,,"St. Louis",38.593374,-90.228224,1,rooftop,2710,"Cherokee St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,124100,1002,1,295101241001002,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
417,"Becker Lehman Sales Company Building","3043 Olive","St. Louis",MO,2010-07-07,287000.0,,"St. Louis",38.635445,-90.223468,0.6,rooftop,3043,"Olive St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1069,1,295101211001069,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
418,"The Fulton Bag Company Buildings","614-616 South SEventh Street","St. Louis",MO,2010-07-07,4080000.0,,"St. Louis",38.620886,-90.193983,1,rooftop,616,"S 7th St","Saint Louis",MO,"St. Louis city",63102,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127400,1024,1,295101274001024,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
419,"Roberts Orpheum Theater (Aka American Theater)","412-416 N. 9th Street","St. Louis",MO,2010-07-08,6002070.0,,"St. Louis",38.630065,-90.192674,1,rooftop,416,"N 9th St","Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,3020,3,295101256003020,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
420,"3214 Miami Street","3214 Miami Street","St. Louis",MO,2010-07-08,29758.0,,"St. Louis",38.590965,-90.238296,1,rooftop,3214,"Miami St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,116400,2003,2,295101164002003,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
421,"4162-68 Manchester","4162-68 Manchester","St. Louis",MO,2010-07-09,842437.0,,"St. Louis",38.627404,-90.252601,0.9,range_interpolation,4162,"State Hwy 100","Saint Louis",MO,"St. Louis city",63110,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,118100,1029,1,295101181001029,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
422,"2317-2319 Indiana","2317-2319 Indiana","St. Louis",MO,2010-07-09,198215.0,,"St. Louis",38.679244,-90.376228,0.9,range_interpolation,2319,"Indian Meadows Dr","Saint Louis",MO,"St. Louis County",63132,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29189,Olivette,2954650,215600,2030,2,291892156002030,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
423,"4206 Choteau","4206 Choteau","St. Louis",MO,2010-07-23,175000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
424,"3147 Locust Street","3147 Locust Street","St. Louis",MO,2010-07-29,1025516.0,,"St. Louis",38.636697,-90.224826,1,rooftop,3147,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1054,1,295101211001054,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
425,"Kardell Motor Car Company","3141 Locust Street","St. Louis",MO,2010-07-29,3433252.0,,"St. Louis",38.636697,-90.224826,1,rooftop,3141,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1054,1,295101211001054,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
426,"2742-44 Osage","2742-44 Osage","St. Louis",MO,2010-08-17,237167.0,,"St. Louis",38.582791,-90.23172,0.6,rooftop,2742,"Osage St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,115700,1008,1,295101157001008,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
427,"Two Family House","5070 Waterman Boulevard","St. Louis",MO,2010-08-27,2220000.0,,"St. Louis",38.64807,-90.266694,1,rooftop,5070,"Waterman Blvd","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,112100,1010,1,295101121001010,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
428,"710 Ann Ave.","710 Ann Ave.","St. Louis",MO,2010-09-07,116000.0,,"St. Louis",38.605017,-90.204728,1,rooftop,710,"Ann Ave","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127600,1035,1,295101276001035,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
429,"H. Knight Building","1122 Washington Avenue","St. Louis",MO,2010-09-09,2500000.0,,"St. Louis",38.631282,-90.19594,1,rooftop,1122,"Washington Ave","Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,3006,3,295101256003006,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
430,"1015 Washington","1015 Washington","St. Louis",MO,2010-09-13,10200000.0,,"St. Louis",38.631677,-90.194294,0.6,rooftop,1015,"Washington Ave","Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,1023,1,295101256001023,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
431,"1007, 1009-1013 Washington Avenue","1007, 1009-1013 Washington Avenue","St. Louis",MO,2010-09-17,10200000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
432,"Apartment Building","1704 Nicholson Place","St. Louis",MO,2010-09-17,242632.0,,"St. Louis",38.613682,-90.215145,1,rooftop,1704,"Nicholson Pl","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,123200,3012,3,295101232003012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
433,"Two Family Flat","4541 Oakland","St. Louis",MO,2010-09-17,143907.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
434,"Polar Wave Ice & Fuel Company","2200-28 Gravois Ave","St. Louis",MO,2010-10-18,10800000.0,,"St. Louis",38.606098,-90.219731,1,rooftop,2200,"Gravois Ave","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,123300,3032,3,295101233003032,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
435,"Seventh District Police Station","2800 S. Grand Avenue","St. Louis",MO,2010-11-04,2700000.0,,"St. Louis",38.605992,-90.2413,0.6,rooftop,2800,"S Grand Blvd","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,116500,5001,5,295101165005001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
436,"Taylor Building","1129 St. Charles St.","St. Louis",MO,2010-11-04,1910930.0,,"St. Louis",38.631321,-90.196125,1,rooftop,1129,"St Charles St","Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,3006,3,295101256003006,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
437,"Taylor Building","1128 Washington Avenue","St. Louis",MO,2010-11-04,1910930.0,,"St. Louis",38.631321,-90.196125,1,rooftop,1128,"Washington Ave","Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,3006,3,295101256003006,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
438,"Ford Apartments","1405 Pine Street","St. Louis",MO,2010-11-18,8855303.0,,"St. Louis",38.629825,-90.200746,1,rooftop,1405,"Pine St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125500,1025,1,295101255001025,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
439,"3458 Utah Street","3458 Utah Street","St. Louis",MO,2010-11-19,475380.0,,"St. Louis",38.596807,-90.240967,1,rooftop,3458,"Utah St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,116400,6000,6,295101164006000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
