,"Project Name",Address,City,State,"Part 3 Approval","Total Project Costs","2010 Census Tract",Region,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","Congressional District"
318,"Cupples Station Building #1","1000 Clark Avenue","St. Louis",MO,2009-04-10,17363000.0,,"St. Louis",38.624382,-90.196889,1,rooftop,1000,"Clark Ave","Saint Louis",MO,"St. Louis city",63102,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,3060,3,295101256003060,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
319,"Sidney Street & I-55","1814 Sidney Street","St. Louis",MO,2009-04-17,569429.0,,"St. Louis",38.6027,-90.215174,1,rooftop,1814,"Sidney St","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,123300,2020,2,295101233002020,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
320,"3019 Chippewa House","3019 Chippewa House","St. Louis",MO,2009-04-23,137143.0,,"St. Louis",38.58747,-90.23563,1,rooftop,3019,"Chippewa St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,124100,5011,5,295101241005011,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
321,"3504 Illinois Ave.","3504 Illinois Ave.","St. Louis",MO,2009-04-23,111975.0,,"St. Louis",38.590837,-90.222127,1,rooftop,3504,"Illinois Ave","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,124300,4018,4,295101243004018,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
322,"1224-1226 Ann","1224-1226 Ann","St. Louis",MO,2009-04-23,421000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
323,"St. Louis Post - Dispatch Building","1139 Olive Street","St. Louis",MO,2009-04-24,11432506.0,,"St. Louis",38.629898,-90.196948,1,rooftop,1139,"Olive St","Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,3012,3,295101256003012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
324,"Ivory Corner","7700 Ivory","St. Louis",MO,2009-04-27,509529.0,,"St. Louis",38.548793,-90.26218,0.6,rooftop,7700,"Ivory Ave","Saint Louis",MO,"St. Louis city",63111,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,101500,3012,3,295101015003012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
325,"Diamond Rubber Company","3001-3003 Locust","St. Louis",MO,2009-05-14,3883000.0,,"St. Louis",38.636075,-90.22185,0.6,rooftop,3003,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1055,1,295101211001055,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
326,"3910-B Detonty Street","3910-B Detonty Street","St. Louis",MO,2009-05-15,195253.0,,"St. Louis",38.616485,-90.24566,0.9,rooftop,3910,"Detonty St","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117200,1022,1,295101172001022,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
327,"3910-A Detonty Street","3910-A Detonty Street","St. Louis",MO,2009-05-15,195253.0,,"St. Louis",38.616485,-90.24566,0.9,rooftop,3910,"Detonty St","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117200,1022,1,295101172001022,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
328,"5874 Delmar Boulevard","5874 Delmar Boulevard","St. Louis",MO,2009-05-15,334489.0,,"St. Louis",38.654155,-90.289616,1,rooftop,5874,"Delmar Blvd","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105200,1005,1,295101052001005,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
329,"3816 North 25th Street","3816 North 25th Street","St. Louis",MO,2009-05-15,306284.0,,"St. Louis",38.65964,-90.208785,1,range_interpolation,3816,"N 25th St","Saint Louis",MO,"St. Louis city",63107,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,120200,1018,1,295101202001018,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
330,"Wichita Apartment Building","4500 Wichita","St. Louis",MO,2009-05-19,181000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
331,"Commercial Building","908 Lafayette","St. Louis",MO,2009-05-26,940000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
332,"4066 Detonty Street","4066 Detonty Street","St. Louis",MO,2009-05-26,389239.0,,"St. Louis",38.616921,-90.250188,1,rooftop,4066,"Detonty St","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117200,1020,1,295101172001020,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
333,"1818 Lawrence Street","1818 Lawrence Street","St. Louis",MO,2009-06-01,340723.0,,"St. Louis",38.616327,-90.247708,1,rooftop,1818,"Lawrence St","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117200,1023,1,295101172001023,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
334,"Edwin F. Guth Company Complex (G.E.W. Building)","2615 Washington Boulevard","St. Louis",MO,2009-06-01,17702000.0,,"St. Louis",38.635257,-90.213523,1,range_interpolation,2615,"Washington Blvd","Saint Louis",MO,"St. Louis city",63103,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,127500,2031,2,295101275002031,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
335,"4000-04 Flad","4000-04 Flad","St. Louis",MO,2009-06-10,244781.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
336,"Field School","4466 Olive Street","St. Louis",MO,2009-06-12,6107032.0,,"St. Louis",38.647536,-90.2543,1,rooftop,4466,"Olive St","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,119200,2006,2,295101192002006,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
337,"4454 Oakland Avenue","4454 Oakland Avenue","St Louis",MO,2009-06-22,218727.0,,"St. Louis",38.627401,-90.260834,1,rooftop,4454,"Oakland Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,2026,2,295101186002026,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
338,"4188 Manchester Avenue","4188 Manchester Avenue","St. Louis",MO,2009-06-22,386795.0,,"St. Louis",38.627137,-90.25354,1,rooftop,4188,"Manchester Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118100,1035,1,295101181001035,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
339,"Kuenstler Verein","1824-1826 Chouteau Avenue","St. Louis",MO,2009-06-24,572253.0,,"St. Louis",38.620349,-90.211044,1,rooftop,1826,"Chouteau Ave","Saint Louis",MO,"St. Louis city",63105,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127400,2005,2,295101274002005,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
340,"Shenandoah - B","3836 Shenandoah Aenue","St. Louis",MO,2009-06-25,175000.0,,"St. Louis",38.609737,-90.244912,1,rooftop,3836,"Shenandoah Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117400,5005,5,295101174005005,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
341,"Shenandoah - A","3836 Shenandoah Avenue","St. Louis",MO,2009-06-25,175000.0,,"St. Louis",38.609737,-90.244912,1,rooftop,3836,"Shenandoah Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117400,5005,5,295101174005005,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
342,"3867 Shaw Boulevard","3867 Shaw Boulevard","St. Louis",MO,2009-06-29,887609.0,,"St. Louis",38.615688,-90.24411,1,range_interpolation,3867,"Shaw Blvd","Saint Louis",MO,"St. Louis city",63110,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,127300,2005,2,295101273002005,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
343,"3906 Detonty","3906 Detonty","St. Louis",MO,2009-07-02,391936.0,,"St. Louis",38.616471,-90.245518,1,rooftop,3906,"Detonty St","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117200,1022,1,295101172001022,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
344,"3546 S. Broadway","3546 S. Broadway","St. Louis",MO,2009-07-15,296000.0,,"St. Louis",38.58964,-90.217941,1,rooftop,3546,"S Broadway","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,124600,1053,1,295101246001053,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
345,"3544 S. Broadway","3544 S. Broadway","St. Louis",MO,2009-07-15,296000.0,,"St. Louis",38.58964,-90.217941,1,rooftop,3544,"S Broadway","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,124600,1053,1,295101246001053,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
346,"Oehler Brick Buildings","3542 S. Broadway","St. Louis",MO,2009-07-15,296000.0,,"St. Louis",38.58964,-90.217941,1,rooftop,3542,"S Broadway","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,124600,1053,1,295101246001053,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
347,"5017 Washington Place","5017 Washington Place","St. Louis",MO,2009-07-15,3266850.0,,"St. Louis",38.650887,-90.264523,1,rooftop,5017,"Washington Pl","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,112100,1003,1,295101121001003,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
348,"1819 Lawrence Street","1819 Lawrence Street","St. Louis",MO,2009-07-15,261659.0,,"St. Louis",38.616361,-90.248082,1,rooftop,1819,"Lawrence St","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117200,1024,1,295101172001024,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
349,"Forest Park Hall Building","4512-14 Manchester","St. Louis",MO,2009-07-17,2601722.0,,"St. Louis",38.626108,-90.261892,0.9,range_interpolation,4512,"State Hwy 100","Saint Louis",MO,"St. Louis city",63110,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,118100,2003,2,295101181002003,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
350,"Benton Park District","3316 Salena Street","St. Louis",MO,2009-07-17,115219.0,,"St. Louis",38.593813,-90.219193,1,rooftop,3316,"Salena St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,124300,4003,4,295101243004003,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
351,"1907 Sidney Street","1907 Sidney Street","St. Louis",MO,2009-07-22,180000.0,,"St. Louis",38.603389,-90.215569,1,rooftop,1907,"Sidney St","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,123300,2019,2,295101233002019,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
352,"The Municpal SErvice Building Complex - The Power House","1106 Clark Street","St. Louis",MO,2009-07-27,6500000.0,,"St. Louis",38.796731,-90.321457,0.9,range_interpolation,1106,"Clark St",Florissant,MO,"St. Louis County",63031,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29189,Florissant,2924778,211202,1002,1,291892112021002,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
353,"1209 Dolman Street","1209 Dolman Street","St. Louis",MO,2009-07-27,609000.0,,"St. Louis",38.61804,-90.209904,1,rooftop,1209,"Dolman St","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127400,2030,2,295101274002030,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
354,"Monkey Building","1426-1430 Washington Avenue","St. Louis",MO,2009-08-17,2863944.0,,"St. Louis",38.632309,-90.200878,1,rooftop,1430,"Washington Ave","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125500,1002,1,295101255001002,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
355,"4060-64 Detonty Street","4060-64 Detonty Street",St.Louis,MO,2009-08-20,444145.0,,"St. Louis",0,0,0,,,,,,,,,,,,,,,,,,,,,,
356,"4501-03 Manchester Avenue","4501-03 Manchester Avenue","St. Louis",MO,2009-08-31,1368242.0,,"St. Louis",38.626501,-90.261848,1,rooftop,4501,"Manchester Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,2024,2,295101186002024,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
357,Residence,"3542 Compton Ave.","St. Louis",MO,2009-09-07,61843.0,,"St. Louis",38.591628,-90.237183,0.9,rooftop,3542,"S Compton Ave","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,116400,2001,2,295101164002001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
358,"2758 Armand","2758 Armand","St. Louis",MO,2009-09-08,114108.0,,"St. Louis",38.608772,-90.226758,1,rooftop,2758,"Armand Pl","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,123100,4013,4,295101231004013,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
359,"1712 S. 10th Street","1712 S. 10th Street","St. Louis",MO,2009-09-08,125338.0,,"St. Louis",38.610763,-90.203633,1,rooftop,1712,"S 10th St","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127600,3043,3,295101276003043,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
360,"General Compressed Air House Cleaning Company Building","4436 Olive","St. Louis",MO,2009-09-14,322000.0,,"St. Louis",38.647178,-90.253484,0.6,rooftop,4436,"Olive St","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,119200,2006,2,295101192002006,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
361,"South Side National Bank","3606 Gravois Avenue","St. Louis",MO,2009-09-18,3473273.0,,"St. Louis",38.591691,-90.244646,1,rooftop,3606,"Gravois Ave","Saint Louis",MO,"St. Louis city",63116,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,116302,2005,2,295101163022005,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
362,"7529 Michigan Avenue","7529 Michigan Avenue","St. Louis",MO,2009-09-28,600000.0,,"St. Louis",38.549601,-90.260985,1,rooftop,7529,"Michigan Ave","Saint Louis",MO,"St. Louis city",63111,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,101500,3007,3,295101015003007,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
363,"3717-21 Westminister Place","3717-21 Westminister Place","St. Louis",MO,2009-10-01,19224440.0,,"St. Louis",38.639151,-90.236431,1,rooftop,3717,"Westminster Pl","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,119300,2001,2,295101193002001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
364,"1911 Locust Street","1911 Locust Street","St. Louis",MO,2009-10-05,1500000.0,,"St. Louis",38.633149,-90.207527,1,rooftop,1911,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127500,2049,2,295101275002049,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
365,"Parker Place Lofts","1808 Chouteau Avenue","St. Louis",MO,2009-10-30,2359034.0,,"St. Louis",38.620237,-90.210498,1,rooftop,1808,"Chouteau Ave","Saint Louis",MO,"St. Louis city",63105,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127400,2005,2,295101274002005,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
366,"3423 19th St.","3423 19th St.","St. Louis",MO,2009-10-30,130000.0,,"St. Louis",38.658081,-90.200327,1,range_interpolation,3423,"19th St","Saint Louis",MO,"St. Louis city",63107,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,126700,2078,2,295101267002078,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
367,"3518-20 Iowa","3518-20 Iowa","St. Louis",MO,2009-11-02,140000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
368,"Bel Air Motel","4630 Lindell","St. Louis",MO,2009-11-02,10800000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
369,"6062 Cates Avenue","6062 Cates Avenue","St. Louis",MO,2009-11-02,3495000.0,,"St. Louis",38.65823,-90.294914,1,rooftop,6062,"Cates Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105300,3004,3,295101053003004,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
370,"Murphy Dry Goods Company Building","4260 Manchester Avenue","St. Louis",MO,2009-11-16,257000.0,,"St. Louis",38.626789,-90.256337,1,rooftop,4260,"Manchester Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118100,2000,2,295101181002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
371,"1624-26 Tower Grove Avenue","1624-26 Tower Grove Avenue","St. Louis",MO,2009-11-16,450000.0,,"St. Louis",38.675436,-90.382175,0.5,rooftop,26,"Tower Hill Ct","Saint Louis",MO,"St. Louis County",63132,US,"St Louis",2019,29,29189,Olivette,2954650,215600,2040,2,291892156002040,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
372,"The SEcurity Building","319 North Fourth Street","St. Louis",MO,2009-11-16,6932716.0,,"St. Louis",38.628075,-90.188038,1,rooftop,319,"N 4th St","Saint Louis",MO,"St. Louis city",63102,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,2073,2,295101256002073,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
373,"International Shoe Company Building","1501-1509 Washington Avenue","St. Louis",MO,2009-11-25,3000000.0,,"St. Louis",38.632891,-90.200497,1,rooftop,1509,"Washington Ave","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125500,3023,3,295101255003023,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
374,"6603-05 Michigan","6603-05 Michigan","St. Louis",MO,2009-12-01,318000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
375,"2421 South 12th Street","2421 South 12th Street","St. Louis",MO,2009-12-03,291765.0,,"St. Louis",38.603457,-90.212018,1,rooftop,2421,"S 12th St","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,123300,1021,1,295101233001021,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
376,"2419 South 12th Street","2419 South 12th Street","St. Louis",MO,2009-12-03,285922.0,,"St. Louis",38.603518,-90.211983,1,rooftop,2419,"S 12th St","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,123300,1021,1,295101233001021,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
377,"Commercial Building","2730 Mcnair","St. Louis",MO,2009-12-15,398000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
378,"Lindenwood School Apartments","7018 Mardel & 3815 Mccausland, Units 8,9,10,11,12,13,14,18,20","St. Louis",MO,2009-12-16,2200000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
379,"Greater Fourteenth Street Mall","2612-24 North 14th Street","St. Louis",MO,2010-01-11,1287320.0,,"St. Louis",38.650353,-90.196958,1,rooftop,2612,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3011,3,295101266003011,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
380,"Thomas Furniture","2700-10 North 14th Street","St. Louis",MO,2010-01-11,1056680.0,,"St. Louis",38.650795,-90.19718,1,rooftop,2700,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3000,3,295101266003000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
381,"Parks Drug Company Building","2718-20 North 14th Street","St. Louis",MO,2010-01-11,792440.0,,"St. Louis",38.651181,-90.197373,1,rooftop,2718,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3000,3,295101266003000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
382,"2717 North 14th Street","2717 North 14th Street","St. Louis",MO,2010-01-11,412751.0,,"St. Louis",38.650943,-90.197885,1,rooftop,2717,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3001,3,295101266003001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
383,"Hartman Shoe Co./ One Cent Furniture","2703-07 North 14th Street","St. Louis",MO,2010-01-11,897043.0,,"St. Louis",38.650606,-90.197715,1,rooftop,2703,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3001,3,295101266003001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
384,"Eugene Building","2617-21 N. 14th Street","St. Louis",MO,2010-01-11,1590359.0,,"St. Louis",38.650268,-90.197546,1,rooftop,2617,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3010,3,295101266003010,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
385,"Peters Dry Goods & Clothing Co. Building","2600-10 North 14th Street","St. Louis",MO,2010-01-11,3336782.0,,"St. Louis",38.650039,-90.196754,1,rooftop,2600,"N 14th St","Saint Louis",MO,"St. Louis city",63106,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126600,3011,3,295101266003011,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
